city_key,n_obs,median_temperature_celsius,mean_temperature_celsius,frac_nan_temperature_celsius,median_humidity_percent,mean_humidity_percent,frac_nan_humidity_percent,median_precipitation_mm,mean_precipitation_mm,frac_nan_precipitation_mm,median_wind_speed_ms,mean_wind_speed_ms,frac_nan_wind_speed_ms,median_urban_heat_island_intensity,mean_urban_heat_island_intensity,frac_nan_urban_heat_island_intensity
Beijing_China_39.9042_116.4074,13,9.67,10.031538461538462,0.0,54.0,57.807692307692314,0.0,51.6,60.39230769230768,0.0,6.5,7.384615384615385,0.0,2.0,2.0,0.0
Berlin_Germany_52.52_13.405,13,-1.48,-1.640769230769231,0.0,57.6,58.17692307692308,0.0,52.4,53.46153846153846,0.0,7.5,7.86153846153846,0.0,1.0,1.0,0.0
São Paulo_Brazil_-23.5505_-46.6333,13,22.63,21.925384615384612,0.0,44.8,42.13076923076923,0.0,60.2,69.53076923076922,0.0,7.0,7.723076923076923,0.0,1.0,1.0,0.0
San Jose_USA_37.3382_-121.8863,13,9.48,9.983846153846153,0.0,33.6,36.63846153846154,0.0,53.7,62.02307692307693,0.0,8.1,7.799999999999998,0.0,1.0,1.0,0.0
San Diego_USA_32.7157_-117.1611,13,14.7,14.486923076923079,0.0,40.8,39.230769230769226,0.0,50.8,50.77692307692309,0.0,7.7,7.084615384615386,0.0,1.0,1.0,0.0
San Antonio_USA_29.4241_-98.4936,13,15.99,16.277692307692305,0.0,60.2,61.65384615384616,0.0,72.9,86.17692307692309,0.0,7.1,7.915384615384615,0.0,1.0,1.0,0.0
Phoenix_USA_33.4484_-112.074,13,13.01,13.255384615384617,0.0,53.8,52.361538461538466,0.0,42.4,50.146153846153844,0.0,7.1,7.523076923076923,0.0,1.0,1.0,0.0
Philadelphia_USA_39.9526_-75.1652,13,8.78,7.630769230769232,0.0,45.3,47.13846153846154,0.0,51.3,54.0923076923077,0.0,7.7,7.346153846153846,0.0,1.0,1.0,0.0
Paris_France_48.8566_2.3522,13,-0.09,2.4669230769230777,0.0,54.7,54.29230769230769,0.0,44.6,51.176923076923075,0.0,7.7,7.576923076923077,0.0,1.0,1.0,0.0
New York_USA_40.7128_-74.006,13,9.4,8.11923076923077,0.0,51.4,50.223076923076924,0.0,48.6,54.97692307692307,0.0,7.8,8.776923076923078,0.0,2.0,2.0,0.0
Mumbai_India_19.076_72.8777,13,26.36,25.254615384615384,0.0,36.1,38.1,0.0,75.1,82.1,0.0,8.6,7.946153846153845,0.0,1.0,1.0,0.0
Mexico City_Mexico_19.4326_-99.1332,13,23.89,24.98615384615384,0.0,58.5,56.61538461538463,0.0,75.9,75.63076923076923,0.0,8.2,7.623076923076923,0.0,1.0,1.0,0.0
Los Angeles_USA_34.0522_-118.2437,13,14.97,15.307692307692308,0.0,47.9,46.099999999999994,0.0,61.0,58.62307692307692,0.0,7.4,8.292307692307691,0.0,2.0,2.0,0.0
London_UK_51.5074_-0.1278,13,-1.14,-1.1607692307692306,0.0,47.0,50.53076923076923,0.0,55.8,59.68461538461539,0.0,7.6,7.553846153846153,0.0,1.0,1.0,0.0
Lagos_Nigeria_6.5244_3.3792,13,34.38,35.389230769230764,0.0,61.1,61.27692307692307,0.0,84.9,82.66153846153846,0.0,7.7,7.6,0.0,1.0,1.0,0.0
Houston_USA_29.7604_-95.3698,13,17.0,16.293846153846154,0.0,46.8,45.607692307692304,0.0,65.8,86.25384615384615,0.0,8.0,7.961538461538462,0.0,1.0,1.0,0.0
Delhi_India_28.7041_77.1025,13,18.4,17.615384615384617,0.0,42.6,39.96923076923077,0.0,66.4,78.91538461538462,0.0,7.3,7.861538461538462,0.0,2.0,2.0,0.0
Dallas_USA_32.7767_-96.797,13,16.18,15.557692307692312,0.0,57.4,57.28461538461537,0.0,52.3,61.5923076923077,0.0,7.3,7.6461538461538465,0.0,1.0,1.0,0.0
Chicago_USA_41.8781_-87.6298,13,6.97,7.248461538461539,0.0,39.1,37.43846153846154,0.0,55.7,59.64615384615384,0.0,8.3,8.169230769230769,0.0,1.0,1.0,0.0
Tokyo_Japan_35.6762_139.6503,13,16.23,12.843076923076923,0.0,43.2,42.92307692307692,0.0,66.6,64.07692307692308,0.0,8.1,7.230769230769231,0.0,2.0,2.0,0.0
