d_s,T_log
1.5002365380582567,-20.225623771289033
1.426954052052467,-20.81855346785582
1.4631914554178862,-20.525356092153682
1.4673195006724105,-20.491956015906464
1.5012581142067403,-20.217358183305404
1.4811937178875185,-20.379699515727065
1.453397075558868,-20.604602566917222
1.5060157012518656,-20.178864474961046
1.4728788706651106,-20.446975069673094
1.4560754135045797,-20.582932094311687
1.4319008272838802,-20.778529035050497
1.4838278645396419,-20.358386595542665
1.475871045304374,-20.42276533965939
1.4833555994814864,-20.362207699231877
1.469077442824393,-20.47773247951232
1.472209217850187,-20.452393240671363
1.519395886830679,-20.070605192181986
1.454595963823923,-20.594902343931334
1.4817970639047033,-20.37481783402667
1.5040251216357978,-20.19497028457637
1.4554592221257419,-20.587917708026435
1.469334314042654,-20.475654130621585
1.466381395183862,-20.499546241525024
1.4859207298682713,-20.341453190688448
1.488764503706691,-20.31844417378657
1.4626862393388316,-20.529443803048625
1.4746970268149087,-20.432264340916902
1.454104838904333,-20.5988760430431
1.474354336779919,-20.435037051144644
1.4816211676369004,-20.376241013375243
1.4455217102322975,-20.668322266233474
1.4965782964422376,-20.25522265923046
1.466772412302046,-20.49638251614023
1.47249704895746,-20.450064394852944
1.4948912993919763,-20.268872177739443
1.476730168567571,-20.415814160414175
1.4992785015132946,-20.233375259384832
1.4840245614428815,-20.356795117939896
1.4871720241351594,-20.331328949953452
1.4620938368613627,-20.534236940404575
1.4365791394433398,-20.74067674099849
1.4698757636147148,-20.471273253989715
1.4651774979983478,-20.509286991761687
1.4778681439269843,-20.40660678466407
1.4792376465666022,-20.395526118207258
1.4595394626043534,-20.554904420940193
1.4695469393587888,-20.47393377599049
1.4780214203278026,-20.40536662299951
1.4846791721389125,-20.35149865295184
1.4872421019839484,-20.330761949024808
1.501449107064684,-20.215812857218918
1.5259781546087041,-20.017347964581422
1.4815210363341071,-20.377051177252287
1.4541983278954516,-20.598119622209722
1.4869791331291322,-20.332889633984628
1.4969334041874434,-20.252349477122568
1.47908017138361,-20.396800252281544
1.496846322759201,-20.25305405426833
1.4641932305319754,-20.517250714637175
1.4768394131799192,-20.414930260612444
1.4768131278968597,-20.415142935233053
1.4820653147995773,-20.372647412001292
1.4432364694159343,-20.6868121840526
1.4469196447968506,-20.657011556644346
1.4767410527880793,-20.41572609602233
1.484954998114158,-20.349266940837236
1.493322488347003,-20.281565451501923
1.4853691281361188,-20.34591620860033
1.4506203528996446,-20.62706907171966
1.5160159589847126,-20.0979522392236
1.4802331638466335,-20.387471372920245
1.4614789151507916,-20.53921228121428
1.4863470162706889,-20.33800410099441
1.459963767182906,-20.551471366212862
1.4766676766759517,-20.416319783249254
1.454459866110668,-20.596003512576424
1.4612346339566873,-20.541188764030185
1.4826182111988577,-20.368173918918203
1.4945555349202937,-20.271588853130297
1.435231960768829,-20.75157678391783
1.454766925150004,-20.593519093270462
1.4864835674081587,-20.336899263687183
1.463702048547468,-20.521224875462043
1.4559394573541313,-20.58403211756998
1.4945557455691574,-20.27158714876717
1.4509531712144683,-20.624376233728263
1.4638259755796252,-20.520222179980784
1.452148804970155,-20.61470234302663
1.4650382070534367,-20.51041399689214
1.4956077420023552,-20.263075429802345
1.462102643522257,-20.53416568557881
1.486690914151028,-20.335221618071774
1.4949706367936966,-20.268230257628755
1.4724205187252453,-20.45068360211294
1.476740329941477,-20.41573194458506
1.4626325091614225,-20.529878534722236
1.4717711395483073,-20.455937738801317
1.491986628476616,-20.29237391380684
1.47209394652356,-20.45332590270898
1.5007793138865113,-20.221232163898353
1.474646858561426,-20.432670253010443
1.451799494085188,-20.617528622651125
1.4630074225587302,-20.52684510478528
1.484290960962193,-20.35463967542204
1.4653601595554435,-20.507809074355684
1.4426726672792438,-20.69137391562111
1.4646367533988092,-20.51366216445028
1.5156169562158979,-20.101180576627762
1.5202584046418417,-20.063626547598126
1.4383124672860692,-20.72665235935075
0.22227549923311954,-30.565625759143234
1.47450328162615,-20.433831936153403
1.4638114425975506,-20.520339766557353
1.4890051667542403,-20.316496965448867
1.4727207634624575,-20.448254317427963
1.4632800190412587,-20.524639522544827
1.473454721887387,-20.442315848771866
1.488797656303321,-20.318175935628567
1.4498103168804393,-20.633623085335376
1.477200013605093,-20.412012637148315
