d_s,T_log
15.024753008167625,89.20144242022768
15.64065015921667,94.18467553351215
11.645709239339947,61.861548460044695
12.30681168873938,67.21053832224717
13.165406774720164,74.15744407765645
15.17985535964559,90.45637787904056
9.036418748114077,40.74973984734392
13.56819189688178,77.41638455964329
13.266106758566636,74.97220916165826
15.670679529393146,94.42764361930313
13.05763614264761,73.28547027250276
15.401185172038609,92.24716072029145
10.994259273624074,56.590656988515754
14.352379265986034,83.76125635858523
15.739143031289371,94.98158284295366
13.162865386188106,74.13688166481673
12.614213425180335,69.69773039563889
21.213182129993438,139.2721155294798
14.178678972680629,82.35584467270166
13.978279275073474,80.73440770500792
12.379054570874942,67.79505656826254
15.896313179890607,96.25324887939414
18.491786072073218,117.25325909039557
13.613696381558361,77.7845620296268
13.508638843067263,76.93453990545025
15.490987831345878,92.97375538753217
12.276661383478032,66.96659174886545
16.553563076244956,101.57106767695986
13.776579609684172,79.1024526784351
16.194173344786655,98.66323995389445
11.571140622850656,61.25821266239029
13.707177125396907,78.54091613413476
16.115637809484454,98.02780775645554
12.55921182883183,69.25271165226503
17.054004159843192,105.62014401184311
15.107183341032451,89.8683874833302
9.214385328327614,42.18967012477343
12.122626484164591,65.72029306157204
10.783571389402647,54.885978148174026
12.781405738024908,71.0504859137227
10.623154375802443,53.58804167818849
12.664055115955614,70.10100026540596
14.513568369776335,85.06543982191239
15.995435068562143,97.05524557159829
12.184374320716989,66.21989573591057
14.140333465213475,82.04559059500289
13.464570812022293,76.57798480340682
10.074844284979422,49.15165648581775
18.033412473182803,113.54455140705024
12.711887318562043,70.48801133617272
16.759703885289507,103.23895606364971
15.752809749397185,95.0921604647348
11.829390563187852,63.34771681417939
13.955664777074531,80.55143346153775
13.196052891200257,74.40540226706689
13.146138714957715,74.00154591629389
15.163633853162722,90.32512942608847
13.175512002817339,74.23920563019061
15.13946259155108,90.12955938481156
10.186655736902097,50.05632462515961
14.79836712304276,87.36975081845145
14.627824165028665,85.98988517990159
12.815081355023146,71.32295583739432
13.388692111688558,75.96404909766113
12.195525254306249,66.31011810731039
12.58359497757168,69.44999607548343
15.412733294815755,92.34059675538487
12.20611611019994,66.39580888165082
12.928088612970239,72.23729926126671
14.031876755334642,81.16806572399882
13.130017239279807,73.87110681408937
13.885675596447806,79.98514994832992
15.068377773233884,89.55441105056987
12.365180630970464,67.6828023118076
0.167467095701164,-31.009081376532425
10.631920264527546,53.658966615717254
13.572874323340477,77.45427014255232
11.676119352370971,62.10759714199882
15.399667059723562,92.2348776507154
12.811551063811406,71.2943921980985
