city_key,n_obs,median_temperature_celsius,mean_temperature_celsius,frac_nan_temperature_celsius,median_humidity_percent,mean_humidity_percent,frac_nan_humidity_percent,median_precipitation_mm,mean_precipitation_mm,frac_nan_precipitation_mm,median_wind_speed_ms,mean_wind_speed_ms,frac_nan_wind_speed_ms,median_urban_heat_island_intensity,mean_urban_heat_island_intensity,frac_nan_urban_heat_island_intensity
Beijing_China_39.9042_116.4074,13,9.54,9.283846153846154,0.0,55.1,55.37692307692308,0.0,46.7,51.67692307692309,0.0,7.7,8.115384615384615,0.0,2.0,2.0,0.0
Berlin_Germany_52.52_13.405,13,0.73,-1.1199999999999997,0.0,60.8,59.19230769230769,0.0,38.1,55.869230769230775,0.0,7.8,8.246153846153845,0.0,1.0,1.0,0.0
São Paulo_Brazil_-23.5505_-46.6333,13,21.27,22.158461538461534,0.0,42.2,41.276923076923076,0.0,59.3,82.16153846153847,0.0,7.0,7.7846153846153845,0.0,1.0,1.0,0.0
San Jose_USA_37.3382_-121.8863,13,9.15,9.731538461538461,0.0,35.7,33.38461538461539,0.0,54.7,57.53076923076923,0.0,7.5,7.93076923076923,0.0,1.0,1.0,0.0
San Diego_USA_32.7157_-117.1611,13,13.36,14.882307692307695,0.0,43.2,43.369230769230775,0.0,47.7,52.69230769230769,0.0,9.9,7.800000000000002,0.0,1.0,1.0,0.0
San Antonio_USA_29.4241_-98.4936,13,18.15,16.993846153846153,0.0,60.6,60.32307692307692,0.0,65.7,77.83076923076925,0.0,8.3,7.800000000000001,0.0,1.0,1.0,0.0
Phoenix_USA_33.4484_-112.074,13,12.72,13.476153846153851,0.0,50.1,49.91538461538461,0.0,51.2,53.099999999999994,0.0,7.7,6.8999999999999995,0.0,1.0,1.0,0.0
Philadelphia_USA_39.9526_-75.1652,13,10.39,9.636153846153848,0.0,47.9,48.907692307692294,0.0,54.5,57.607692307692304,0.0,7.9,7.86923076923077,0.0,1.0,1.0,0.0
Paris_France_48.8566_2.3522,13,1.03,0.6699999999999999,0.0,61.7,60.43846153846153,0.0,55.2,64.36153846153846,0.0,9.4,8.215384615384615,0.0,1.0,1.0,0.0
New York_USA_40.7128_-74.006,13,9.49,7.818461538461539,0.0,47.4,48.330769230769235,0.0,55.9,66.73076923076923,0.0,7.5,7.7153846153846155,0.0,2.0,2.0,0.0
Mumbai_India_19.076_72.8777,13,25.7,26.06,0.0,42.5,40.67692307692308,0.0,74.1,79.92307692307692,0.0,7.9,7.507692307692309,0.0,1.0,1.0,0.0
Mexico City_Mexico_19.4326_-99.1332,13,25.07,24.791538461538455,0.0,53.6,53.7,0.0,71.6,74.66923076923078,0.0,8.8,8.069230769230769,0.0,1.0,1.0,0.0
Los Angeles_USA_34.0522_-118.2437,13,11.53,14.826923076923077,0.0,51.0,50.323076923076925,0.0,60.3,55.5,0.0,7.2,7.738461538461539,0.0,2.0,2.0,0.0
London_UK_51.5074_-0.1278,13,-2.81,0.20538461538461486,0.0,51.1,52.63076923076923,0.0,57.9,60.52307692307693,0.0,7.6,7.7846153846153845,0.0,1.0,1.0,0.0
Lagos_Nigeria_6.5244_3.3792,13,33.09,34.792307692307695,0.0,58.2,60.16923076923077,0.0,75.5,83.35384615384615,0.0,8.5,8.023076923076923,0.0,1.0,1.0,0.0
Houston_USA_29.7604_-95.3698,13,16.65,16.783076923076923,0.0,48.9,45.93076923076923,0.0,78.6,78.38461538461539,0.0,7.9,8.046153846153846,0.0,1.0,1.0,0.0
Delhi_India_28.7041_77.1025,13,17.14,18.380000000000003,0.0,34.2,35.57692307692308,0.0,76.6,73.50769230769231,0.0,7.9,7.561538461538461,0.0,2.0,2.0,0.0
Dallas_USA_32.7767_-96.797,13,13.86,13.950769230769229,0.0,59.1,57.60000000000001,0.0,50.8,54.8,0.0,6.9,7.2153846153846155,0.0,1.0,1.0,0.0
Chicago_USA_41.8781_-87.6298,13,6.31,6.342307692307693,0.0,41.8,40.70000000000001,0.0,48.9,55.407692307692294,0.0,8.4,9.13846153846154,0.0,1.0,1.0,0.0
Tokyo_Japan_35.6762_139.6503,13,11.37,12.91846153846154,0.0,43.0,44.19230769230769,0.0,51.8,52.46153846153847,0.0,8.0,8.0,0.0,2.0,2.0,0.0
