city_key,n_obs,first_ym,last_ym,mean_latitude,mean_longitude,mean_year,mean_month,mean_temperature_celsius,mean_humidity_percent,mean_precipitation_mm,mean_wind_speed_ms,mean_urban_heat_island_intensity,mean_ym
Beijing_China_39.9042_116.4074,37,2014.0,2017.0,39.904199999999996,116.40740000000001,2015.054054054054,6.351351351351352,9.635135135135133,54.945945945945944,56.05675675675677,7.929729729729731,2.0,2015.5
Berlin_Germany_52.52_13.405,37,2014.0,2017.0,52.52,13.404999999999996,2015.054054054054,6.351351351351352,-0.7737837837837838,60.49459459459459,56.183783783783774,7.805405405405404,1.0,2015.5
São Paulo_Brazil_-23.5505_-46.6333,37,2014.0,2017.0,-23.550500000000007,-46.63329999999999,2015.054054054054,6.351351351351352,21.849729729729727,39.51351351351351,75.48648648648647,8.44864864864865,1.0,2015.5
San Jose_USA_37.3382_-121.8863,37,2014.0,2017.0,37.338199999999986,-121.88630000000002,2015.054054054054,6.351351351351352,10.365135135135137,35.402702702702705,62.71351351351352,8.062162162162164,1.0,2015.5
San Diego_USA_32.7157_-117.1611,37,2014.0,2017.0,32.71569999999999,-117.16110000000002,2015.054054054054,6.351351351351352,13.993243243243244,38.699999999999996,58.9972972972973,8.305405405405406,1.0,2015.5
San Antonio_USA_29.4241_-98.4936,37,2014.0,2017.0,29.424099999999996,-98.49359999999997,2015.054054054054,6.351351351351352,17.391351351351354,62.17567567567566,82.87837837837837,8.31891891891892,1.0,2015.5
Phoenix_USA_33.4484_-112.074,37,2014.0,2017.0,33.4484,-112.07400000000001,2015.054054054054,6.351351351351352,13.492432432432432,50.435135135135134,59.73513513513513,7.421621621621621,1.0,2015.5
Philadelphia_USA_39.9526_-75.1652,37,2014.0,2017.0,39.952600000000004,-75.16519999999998,2015.054054054054,6.351351351351352,8.511891891891892,49.42162162162162,63.74324324324323,7.91081081081081,1.0,2015.5
Paris_France_48.8566_2.3522,37,2014.0,2017.0,48.85660000000001,2.3521999999999994,2015.054054054054,6.351351351351352,1.3670270270270273,52.6918918918919,63.432432432432435,8.027027027027028,1.0,2015.5
New York_USA_40.7128_-74.006,37,2014.0,2017.0,40.7128,-74.00599999999999,2015.054054054054,6.351351351351352,9.030810810810811,47.54864864864865,64.3162162162162,8.264864864864865,2.0,2015.5
Mumbai_India_19.076_72.8777,37,2014.0,2017.0,19.076000000000004,72.8777,2015.054054054054,6.351351351351352,25.933243243243243,36.28648648648649,83.7054054054054,7.845945945945946,1.0,2015.5
Mexico City_Mexico_19.4326_-99.1332,37,2014.0,2017.0,19.432599999999997,-99.13320000000003,2015.054054054054,6.351351351351352,24.398108108108108,53.48378378378379,84.32162162162163,8.156756756756758,1.0,2015.5
Los Angeles_USA_34.0522_-118.2437,37,2014.0,2017.0,34.05220000000001,-118.24370000000002,2015.054054054054,6.351351351351352,14.51918918918919,46.845945945945935,58.66756756756756,7.800000000000001,2.0,2015.5
London_UK_51.5074_-0.1278,37,2014.0,2017.0,51.50739999999999,-0.12779999999999997,2015.054054054054,6.351351351351352,-0.41270270270270254,52.370270270270275,59.84054054054052,8.045945945945947,1.0,2015.5
Lagos_Nigeria_6.5244_3.3792,37,2014.0,2017.0,6.524400000000002,3.3791999999999995,2015.054054054054,6.351351351351352,35.565945945945955,64.62432432432432,76.61621621621622,7.548648648648648,1.0,2015.5
Houston_USA_29.7604_-95.3698,37,2014.0,2017.0,29.760399999999994,-95.36979999999998,2015.054054054054,6.351351351351352,16.78648648648649,45.762162162162156,75.4108108108108,8.321621621621624,1.0,2015.5
Delhi_India_28.7041_77.1025,37,2014.0,2017.0,28.7041,77.1025,2015.054054054054,6.351351351351352,18.255675675675676,38.02972972972974,80.28648648648648,7.518918918918919,2.0,2015.5
Dallas_USA_32.7767_-96.797,37,2014.0,2017.0,32.776699999999984,-96.797,2015.054054054054,6.351351351351352,14.405945945945945,59.53783783783784,56.88108108108108,8.159459459459459,1.0,2015.5
Chicago_USA_41.8781_-87.6298,37,2014.0,2017.0,41.87809999999999,-87.62980000000002,2015.054054054054,6.351351351351352,6.928648648648649,38.26756756756757,54.05945945945946,7.7216216216216225,1.0,2015.5
Tokyo_Japan_35.6762_139.6503,37,2014.0,2017.0,35.676200000000016,139.65030000000002,2015.054054054054,6.351351351351352,12.478918918918918,41.594594594594604,58.85945945945945,8.370270270270268,2.0,2015.5
