city,country,latitude,longitude,year,month,temperature_celsius,humidity_percent,precipitation_mm,wind_speed_ms,urban_heat_island_intensity,data_source,ym,city_key
New York,USA,40.7128,-74.006,2014,1,9.24,37.2,41.0,6.9,2.0,NOAA_Weather_Stations,2014.0,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,2,15.97,43.0,48.9,7.5,2.0,NOAA_Weather_Stations,2014.0833333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,3,21.81,34.9,22.8,9.6,2.0,NOAA_Weather_Stations,2014.1666666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,4,21.53,41.1,32.8,6.8,2.0,NOAA_Weather_Stations,2014.25,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,5,22.18,42.5,38.2,9.1,2.0,NOAA_Weather_Stations,2014.3333333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,6,14.91,44.1,61.4,13.3,2.0,NOAA_Weather_Stations,2014.4166666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,7,8.44,47.5,90.6,8.9,2.0,NOAA_Weather_Stations,2014.5,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,8,1.71,41.4,57.2,3.7,2.0,NOAA_Weather_Stations,2014.5833333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,9,-4.85,68.8,82.1,9.2,2.0,NOAA_Weather_Stations,2014.6666666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,10,-1.85,53.9,112.3,5.0,2.0,NOAA_Weather_Stations,2014.75,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,11,-5.25,52.3,96.5,4.1,2.0,NOAA_Weather_Stations,2014.8333333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,12,-0.06,46.1,75.4,3.1,2.0,NOAA_Weather_Stations,2014.9166666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,1,6.16,47.0,62.0,4.8,2.0,NOAA_Weather_Stations,2015.0,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,2,13.43,49.6,35.3,6.3,2.0,NOAA_Weather_Stations,2015.0833333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,3,20.1,39.7,34.7,7.1,2.0,NOAA_Weather_Stations,2015.1666666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,4,26.35,39.6,26.8,6.6,2.0,NOAA_Weather_Stations,2015.25,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,5,22.77,50.7,51.1,9.7,2.0,NOAA_Weather_Stations,2015.3333333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,6,19.11,43.0,39.5,12.7,2.0,NOAA_Weather_Stations,2015.4166666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,7,11.02,51.5,61.3,9.9,2.0,NOAA_Weather_Stations,2015.5,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,8,0.74,42.3,80.8,10.3,2.0,NOAA_Weather_Stations,2015.5833333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,9,-5.41,54.4,124.4,8.0,2.0,NOAA_Weather_Stations,2015.6666666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,10,-3.12,53.1,127.6,7.4,2.0,NOAA_Weather_Stations,2015.75,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,11,-1.64,64.2,49.9,5.0,2.0,NOAA_Weather_Stations,2015.8333333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,12,3.52,59.5,73.2,10.2,2.0,NOAA_Weather_Stations,2015.9166666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2016,1,7.46,51.0,61.1,5.7,2.0,NOAA_Weather_Stations,2016.0,New York_USA_40.7128_-74.006
