city,country,latitude,longitude,year,month,temperature_celsius,humidity_percent,precipitation_mm,wind_speed_ms,urban_heat_island_intensity,data_source,ym,city_key
New York,USA,40.7128,-74.006,2014,1,9.24,37.2,41.0,6.9,2.0,NOAA_Weather_Stations,2014.0,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,2,15.97,43.0,48.9,7.5,2.0,NOAA_Weather_Stations,2014.0833333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,3,21.81,34.9,22.8,9.6,2.0,NOAA_Weather_Stations,2014.1666666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,4,21.53,41.1,32.8,6.8,2.0,NOAA_Weather_Stations,2014.25,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,5,22.18,42.5,38.2,9.1,2.0,NOAA_Weather_Stations,2014.3333333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,6,14.91,44.1,61.4,13.3,2.0,NOAA_Weather_Stations,2014.4166666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,7,8.44,47.5,90.6,8.9,2.0,NOAA_Weather_Stations,2014.5,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,8,1.71,41.4,57.2,3.7,2.0,NOAA_Weather_Stations,2014.5833333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,9,-4.85,68.8,82.1,9.2,2.0,NOAA_Weather_Stations,2014.6666666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,10,-1.85,53.9,112.3,5.0,2.0,NOAA_Weather_Stations,2014.75,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,11,-5.25,52.3,96.5,4.1,2.0,NOAA_Weather_Stations,2014.8333333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2014,12,-0.06,46.1,75.4,3.1,2.0,NOAA_Weather_Stations,2014.9166666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2015,1,6.16,47.0,62.0,4.8,2.0,NOAA_Weather_Stations,2015.0,New York_USA_40.7128_-74.006
Los Angeles,USA,34.0522,-118.2437,2014,1,14.08,49.1,61.1,6.2,2.0,NOAA_Weather_Stations,2014.0,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2014,2,20.42,49.4,25.6,8.8,2.0,NOAA_Weather_Stations,2014.0833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2014,3,27.22,40.5,16.6,7.6,2.0,NOAA_Weather_Stations,2014.1666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2014,4,32.98,36.1,22.7,11.6,2.0,NOAA_Weather_Stations,2014.25,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2014,5,27.71,49.7,31.0,10.8,2.0,NOAA_Weather_Stations,2014.3333333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2014,6,25.48,35.7,79.7,15.6,2.0,NOAA_Weather_Stations,2014.4166666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2014,7,15.43,53.1,45.4,11.5,2.0,NOAA_Weather_Stations,2014.5,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2014,8,8.74,42.3,118.6,12.3,2.0,NOAA_Weather_Stations,2014.5833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2014,9,0.23,55.5,81.7,8.1,2.0,NOAA_Weather_Stations,2014.6666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2014,10,-0.26,42.8,64.4,8.1,2.0,NOAA_Weather_Stations,2014.75,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2014,11,1.09,55.3,95.7,3.4,2.0,NOAA_Weather_Stations,2014.8333333333333,Los Angeles_USA_34.0522_-118.2437
