city_key,n_obs,first_ym,last_ym,mean_latitude,mean_longitude,mean_year,mean_month,mean_temperature_celsius,mean_humidity_percent,mean_precipitation_mm,mean_wind_speed_ms,mean_urban_heat_island_intensity,mean_ym
Beijing_China_39.9042_116.4074,37,1984.0,1987.0,39.904199999999996,116.40740000000001,1985.054054054054,6.351351351351352,9.318648648648647,55.27837837837837,59.35675675675675,8.27837837837838,2.0,1985.5
Berlin_Germany_52.52_13.405,37,1984.0,1987.0,52.52,13.404999999999996,1985.054054054054,6.351351351351352,-1.667027027027027,59.975675675675674,62.80540540540541,8.256756756756758,1.0,1985.5
São Paulo_Brazil_-23.5505_-46.6333,37,1984.0,1987.0,-23.550500000000007,-46.63329999999999,1985.054054054054,6.351351351351352,21.082702702702704,40.362162162162164,81.76216216216217,7.970270270270271,1.0,1985.5
San Jose_USA_37.3382_-121.8863,37,1984.0,1987.0,37.338199999999986,-121.88630000000002,1985.054054054054,6.351351351351352,10.554324324324325,35.21351351351352,60.01891891891893,8.59189189189189,1.0,1985.5
San Diego_USA_32.7157_-117.1611,37,1984.0,1987.0,32.71569999999999,-117.16110000000002,1985.054054054054,6.351351351351352,14.017027027027027,40.008108108108104,57.4945945945946,8.000000000000002,1.0,1985.5
San Antonio_USA_29.4241_-98.4936,37,1984.0,1987.0,29.424099999999996,-98.49359999999997,1985.054054054054,6.351351351351352,16.349189189189186,62.15135135135135,81.35405405405405,7.748648648648649,1.0,1985.5
Phoenix_USA_33.4484_-112.074,37,1984.0,1987.0,33.4484,-112.07400000000001,1985.054054054054,6.351351351351352,13.702972972972974,49.37567567567568,56.8,8.029729729729729,1.0,1985.5
Philadelphia_USA_39.9526_-75.1652,37,1984.0,1987.0,39.952600000000004,-75.16519999999998,1985.054054054054,6.351351351351352,8.313243243243242,50.075675675675676,58.61621621621622,7.783783783783784,1.0,1985.5
Paris_France_48.8566_2.3522,37,1984.0,1987.0,48.85660000000001,2.3521999999999994,1985.054054054054,6.351351351351352,1.2972972972972974,53.77837837837837,60.60270270270269,7.959459459459461,1.0,1985.5
New York_USA_40.7128_-74.006,37,1984.0,1987.0,40.7128,-74.00599999999999,1985.054054054054,6.351351351351352,8.80324324324324,49.58378378378379,59.208108108108114,7.916216216216216,2.0,1985.5
Mumbai_India_19.076_72.8777,37,1984.0,1987.0,19.076000000000004,72.8777,1985.054054054054,6.351351351351352,24.679729729729726,34.472972972972975,74.12432432432432,8.556756756756757,1.0,1985.5
Mexico City_Mexico_19.4326_-99.1332,37,1984.0,1987.0,19.432599999999997,-99.13320000000003,1985.054054054054,6.351351351351352,24.113783783783784,51.351351351351354,73.8945945945946,7.994594594594593,1.0,1985.5
Los Angeles_USA_34.0522_-118.2437,37,1984.0,1987.0,34.05220000000001,-118.24370000000002,1985.054054054054,6.351351351351352,13.402162162162162,46.64324324324325,61.05675675675677,8.051351351351352,2.0,1985.5
London_UK_51.5074_-0.1278,37,1984.0,1987.0,51.50739999999999,-0.12779999999999997,1985.054054054054,6.351351351351352,-1.2237837837837837,54.17027027027027,56.71621621621622,7.621621621621622,1.0,1985.5
Lagos_Nigeria_6.5244_3.3792,37,1984.0,1987.0,6.524400000000002,3.3791999999999995,1985.054054054054,6.351351351351352,35.08513513513515,63.254054054054045,78.23783783783784,8.002702702702702,1.0,1985.5
Houston_USA_29.7604_-95.3698,37,1984.0,1987.0,29.760399999999994,-95.36979999999998,1985.054054054054,6.351351351351352,16.521081081081082,48.002702702702706,75.20270270270271,7.910810810810812,1.0,1985.5
Delhi_India_28.7041_77.1025,37,1984.0,1987.0,28.7041,77.1025,1985.054054054054,6.351351351351352,17.955405405405408,39.23783783783784,78.9297297297297,7.300000000000001,2.0,1985.5
Dallas_USA_32.7767_-96.797,37,1984.0,1987.0,32.776699999999984,-96.797,1985.054054054054,6.351351351351352,14.04108108108108,57.58648648648648,56.38648648648649,8.45945945945946,1.0,1985.5
Chicago_USA_41.8781_-87.6298,37,1984.0,1987.0,41.87809999999999,-87.62980000000002,1985.054054054054,6.351351351351352,6.571081081081082,38.28648648648649,62.19999999999999,7.559459459459459,1.0,1985.5
Tokyo_Japan_35.6762_139.6503,37,1984.0,1987.0,35.676200000000016,139.65030000000002,1985.054054054054,6.351351351351352,12.52135135135135,44.21351351351351,61.78918918918919,8.159459459459459,2.0,1985.5
