city,country,latitude,longitude,year,month,temperature_celsius,humidity_percent,precipitation_mm,wind_speed_ms,urban_heat_island_intensity,data_source,ym,city_key
New York,USA,40.7128,-74.006,2003,1,9.49,43.9,44.7,6.5,2.0,NOAA_Weather_Stations,2003.0,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2003,2,15.6,48.7,29.2,1.0,2.0,NOAA_Weather_Stations,2003.0833333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2003,3,19.52,42.3,26.7,5.4,2.0,NOAA_Weather_Stations,2003.1666666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2003,4,26.16,35.0,50.0,10.2,2.0,NOAA_Weather_Stations,2003.25,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2003,5,18.72,37.6,25.8,10.8,2.0,NOAA_Weather_Stations,2003.3333333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2003,6,13.77,50.5,55.9,10.0,2.0,NOAA_Weather_Stations,2003.4166666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2003,7,10.14,35.1,90.5,9.9,2.0,NOAA_Weather_Stations,2003.5,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2003,8,0.64,47.4,115.6,13.7,2.0,NOAA_Weather_Stations,2003.5833333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2003,9,-3.43,63.1,123.1,7.5,2.0,NOAA_Weather_Stations,2003.6666666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2003,10,-6.55,53.2,88.7,6.4,2.0,NOAA_Weather_Stations,2003.75,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2003,11,-4.41,44.5,107.5,5.6,2.0,NOAA_Weather_Stations,2003.8333333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2003,12,-2.66,57.3,57.3,5.7,2.0,NOAA_Weather_Stations,2003.9166666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2004,1,4.65,69.7,52.5,7.6,2.0,NOAA_Weather_Stations,2004.0,New York_USA_40.7128_-74.006
Los Angeles,USA,34.0522,-118.2437,2003,1,11.53,52.6,62.4,4.8,2.0,NOAA_Weather_Stations,2003.0,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2003,2,22.89,38.9,25.2,3.6,2.0,NOAA_Weather_Stations,2003.0833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2003,3,29.11,44.0,35.2,7.2,2.0,NOAA_Weather_Stations,2003.1666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2003,4,31.53,42.7,29.3,8.1,2.0,NOAA_Weather_Stations,2003.25,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2003,5,24.76,47.0,26.2,11.8,2.0,NOAA_Weather_Stations,2003.3333333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2003,6,23.9,51.0,47.4,11.4,2.0,NOAA_Weather_Stations,2003.4166666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2003,7,18.73,41.4,68.3,6.9,2.0,NOAA_Weather_Stations,2003.5,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2003,8,5.1,59.3,60.3,9.9,2.0,NOAA_Weather_Stations,2003.5833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2003,9,1.55,56.3,119.1,10.9,2.0,NOAA_Weather_Stations,2003.6666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2003,10,-0.24,59.2,64.7,5.1,2.0,NOAA_Weather_Stations,2003.75,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2003,11,2.98,56.5,61.8,7.2,2.0,NOAA_Weather_Stations,2003.8333333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2003,12,10.04,63.1,64.5,6.8,2.0,NOAA_Weather_Stations,2003.9166666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2004,1,10.87,42.2,57.1,6.9,2.0,NOAA_Weather_Stations,2004.0,Los Angeles_USA_34.0522_-118.2437
Chicago,USA,41.8781,-87.6298,2003,1,5.76,42.0,40.8,11.3,1.0,NOAA_Weather_Stations,2003.0,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2003,2,12.26,32.1,44.5,7.3,1.0,NOAA_Weather_Stations,2003.0833333333333,Chicago_USA_41.8781_-87.6298
