city_key,n_obs,first_ym,last_ym,mean_latitude,mean_longitude,mean_year,mean_month,mean_temperature_celsius,mean_humidity_percent,mean_precipitation_mm,mean_wind_speed_ms,mean_urban_heat_island_intensity,mean_ym
Beijing_China_39.9042_116.4074,13,2014.0,2015.0,39.904199999999996,116.40740000000002,2014.076923076923,6.076923076923077,9.877692307692307,54.88461538461537,54.89230769230768,7.715384615384616,2.0,2014.5
Berlin_Germany_52.52_13.405,13,2014.0,2015.0,52.519999999999996,13.405,2014.076923076923,6.076923076923077,-0.5684615384615381,60.01538461538461,60.93846153846155,6.953846153846153,1.0,2014.5
São Paulo_Brazil_-23.5505_-46.6333,13,2014.0,2015.0,-23.5505,-46.6333,2014.076923076923,6.076923076923077,22.0,39.87692307692308,89.26923076923075,8.123076923076924,1.0,2014.5
San Jose_USA_37.3382_-121.8863,13,2014.0,2015.0,37.338200000000015,-121.88630000000005,2014.076923076923,6.076923076923077,10.305384615384614,34.38461538461539,59.78461538461538,8.153846153846153,1.0,2014.5
San Diego_USA_32.7157_-117.1611,13,2014.0,2015.0,32.715699999999984,-117.16110000000002,2014.076923076923,6.076923076923077,14.503076923076922,35.62307692307692,58.153846153846146,8.815384615384616,1.0,2014.5
San Antonio_USA_29.4241_-98.4936,13,2014.0,2015.0,29.424100000000003,-98.4936,2014.076923076923,6.076923076923077,17.226923076923075,63.28461538461538,85.32307692307693,8.423076923076923,1.0,2014.5
Phoenix_USA_33.4484_-112.074,13,2014.0,2015.0,33.4484,-112.07400000000001,2014.076923076923,6.076923076923077,13.333076923076922,50.646153846153844,61.353846153846156,6.984615384615383,1.0,2014.5
Philadelphia_USA_39.9526_-75.1652,13,2014.0,2015.0,39.952600000000004,-75.16520000000001,2014.076923076923,6.076923076923077,8.664615384615384,49.05384615384616,68.06923076923077,7.800000000000001,1.0,2014.5
Paris_France_48.8566_2.3522,13,2014.0,2015.0,48.85659999999999,2.3522,2014.076923076923,6.076923076923077,0.8353846153846161,52.94615384615384,66.63846153846154,7.738461538461537,1.0,2014.5
New York_USA_40.7128_-74.006,13,2014.0,2015.0,40.71280000000001,-74.00599999999999,2014.076923076923,6.076923076923077,8.45692307692308,46.138461538461534,63.169230769230765,7.076923076923076,2.0,2014.5
Mumbai_India_19.076_72.8777,13,2014.0,2015.0,19.075999999999997,72.8777,2014.076923076923,6.076923076923077,26.854615384615386,35.3,82.26923076923077,8.023076923076925,1.0,2014.5
Mexico City_Mexico_19.4326_-99.1332,13,2014.0,2015.0,19.432600000000004,-99.1332,2014.076923076923,6.076923076923077,24.543846153846154,51.98461538461538,83.67692307692306,7.6692307692307695,1.0,2014.5
Los Angeles_USA_34.0522_-118.2437,13,2014.0,2015.0,34.052199999999985,-118.2437,2014.076923076923,6.076923076923077,14.683846153846153,45.81538461538461,59.15384615384615,8.423076923076923,2.0,2014.5
London_UK_51.5074_-0.1278,13,2014.0,2015.0,51.50739999999999,-0.12779999999999997,2014.076923076923,6.076923076923077,0.7061538461538464,52.9076923076923,60.67692307692308,8.376923076923076,1.0,2014.5
Lagos_Nigeria_6.5244_3.3792,13,2014.0,2015.0,6.5244,3.3791999999999995,2014.076923076923,6.076923076923077,34.38461538461538,65.15384615384616,77.21538461538461,7.884615384615386,1.0,2014.5
Houston_USA_29.7604_-95.3698,13,2014.0,2015.0,29.7604,-95.36979999999997,2014.076923076923,6.076923076923077,17.11692307692308,45.03076923076923,70.56153846153846,8.253846153846153,1.0,2014.5
Delhi_India_28.7041_77.1025,13,2014.0,2015.0,28.704099999999997,77.10249999999999,2014.076923076923,6.076923076923077,18.563076923076924,40.638461538461534,71.9846153846154,7.323076923076924,2.0,2014.5
Dallas_USA_32.7767_-96.797,13,2014.0,2015.0,32.7767,-96.79700000000001,2014.076923076923,6.076923076923077,14.409230769230769,59.65384615384615,53.55384615384616,8.623076923076924,1.0,2014.5
Chicago_USA_41.8781_-87.6298,13,2014.0,2015.0,41.87810000000001,-87.6298,2014.076923076923,6.076923076923077,6.452307692307693,39.64615384615384,54.30769230769231,7.238461538461538,1.0,2014.5
Tokyo_Japan_35.6762_139.6503,13,2014.0,2015.0,35.6762,139.6503,2014.076923076923,6.076923076923077,12.167692307692306,40.80769230769231,58.68461538461539,8.307692307692308,2.0,2014.5
