city_key,n_obs,first_ym,last_ym,mean_latitude,mean_longitude,mean_year,mean_month,mean_temperature_celsius,mean_humidity_percent,mean_precipitation_mm,mean_wind_speed_ms,mean_urban_heat_island_intensity,mean_ym
Beijing_China_39.9042_116.4074,13,2012.0,2013.0,39.904199999999996,116.40740000000002,2012.076923076923,6.076923076923077,10.031538461538462,57.807692307692314,60.39230769230768,7.384615384615385,2.0,2012.5
Berlin_Germany_52.52_13.405,13,2012.0,2013.0,52.519999999999996,13.405,2012.076923076923,6.076923076923077,-1.640769230769231,58.17692307692308,53.46153846153846,7.86153846153846,1.0,2012.5
São Paulo_Brazil_-23.5505_-46.6333,13,2012.0,2013.0,-23.5505,-46.6333,2012.076923076923,6.076923076923077,21.925384615384612,42.13076923076923,69.53076923076922,7.723076923076923,1.0,2012.5
San Jose_USA_37.3382_-121.8863,13,2012.0,2013.0,37.338200000000015,-121.88630000000005,2012.076923076923,6.076923076923077,9.983846153846153,36.63846153846154,62.02307692307693,7.799999999999998,1.0,2012.5
San Diego_USA_32.7157_-117.1611,13,2012.0,2013.0,32.715699999999984,-117.16110000000002,2012.076923076923,6.076923076923077,14.486923076923079,39.230769230769226,50.77692307692309,7.084615384615386,1.0,2012.5
San Antonio_USA_29.4241_-98.4936,13,2012.0,2013.0,29.424100000000003,-98.4936,2012.076923076923,6.076923076923077,16.277692307692305,61.65384615384616,86.17692307692309,7.915384615384615,1.0,2012.5
Phoenix_USA_33.4484_-112.074,13,2012.0,2013.0,33.4484,-112.07400000000001,2012.076923076923,6.076923076923077,13.255384615384617,52.361538461538466,50.146153846153844,7.523076923076923,1.0,2012.5
Philadelphia_USA_39.9526_-75.1652,13,2012.0,2013.0,39.952600000000004,-75.16520000000001,2012.076923076923,6.076923076923077,7.630769230769232,47.13846153846154,54.0923076923077,7.346153846153846,1.0,2012.5
Paris_France_48.8566_2.3522,13,2012.0,2013.0,48.85659999999999,2.3522,2012.076923076923,6.076923076923077,2.4669230769230777,54.29230769230769,51.176923076923075,7.576923076923077,1.0,2012.5
New York_USA_40.7128_-74.006,13,2012.0,2013.0,40.71280000000001,-74.00599999999999,2012.076923076923,6.076923076923077,8.11923076923077,50.223076923076924,54.97692307692307,8.776923076923078,2.0,2012.5
Mumbai_India_19.076_72.8777,13,2012.0,2013.0,19.075999999999997,72.8777,2012.076923076923,6.076923076923077,25.254615384615384,38.1,82.1,7.946153846153845,1.0,2012.5
Mexico City_Mexico_19.4326_-99.1332,13,2012.0,2013.0,19.432600000000004,-99.1332,2012.076923076923,6.076923076923077,24.98615384615384,56.61538461538463,75.63076923076923,7.623076923076923,1.0,2012.5
Los Angeles_USA_34.0522_-118.2437,13,2012.0,2013.0,34.052199999999985,-118.2437,2012.076923076923,6.076923076923077,15.307692307692308,46.099999999999994,58.62307692307692,8.292307692307691,2.0,2012.5
London_UK_51.5074_-0.1278,13,2012.0,2013.0,51.50739999999999,-0.12779999999999997,2012.076923076923,6.076923076923077,-1.1607692307692306,50.53076923076923,59.68461538461539,7.553846153846153,1.0,2012.5
Lagos_Nigeria_6.5244_3.3792,13,2012.0,2013.0,6.5244,3.3791999999999995,2012.076923076923,6.076923076923077,35.389230769230764,61.27692307692307,82.66153846153846,7.6,1.0,2012.5
Houston_USA_29.7604_-95.3698,13,2012.0,2013.0,29.7604,-95.36979999999997,2012.076923076923,6.076923076923077,16.293846153846154,45.607692307692304,86.25384615384615,7.961538461538462,1.0,2012.5
Delhi_India_28.7041_77.1025,13,2012.0,2013.0,28.704099999999997,77.10249999999999,2012.076923076923,6.076923076923077,17.615384615384617,39.96923076923077,78.91538461538462,7.861538461538462,2.0,2012.5
Dallas_USA_32.7767_-96.797,13,2012.0,2013.0,32.7767,-96.79700000000001,2012.076923076923,6.076923076923077,15.557692307692312,57.28461538461537,61.5923076923077,7.6461538461538465,1.0,2012.5
Chicago_USA_41.8781_-87.6298,13,2012.0,2013.0,41.87810000000001,-87.6298,2012.076923076923,6.076923076923077,7.248461538461539,37.43846153846154,59.64615384615384,8.169230769230769,1.0,2012.5
Tokyo_Japan_35.6762_139.6503,13,2012.0,2013.0,35.6762,139.6503,2012.076923076923,6.076923076923077,12.843076923076923,42.92307692307692,64.07692307692308,7.230769230769231,2.0,2012.5
