city,country,latitude,longitude,year,month,temperature_celsius,humidity_percent,precipitation_mm,wind_speed_ms,urban_heat_island_intensity,data_source,ym,city_key
New York,USA,40.7128,-74.006,2008,1,9.94,50.9,54.4,3.8,2.0,NOAA_Weather_Stations,2008.0,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2008,2,13.77,27.8,30.5,7.5,2.0,NOAA_Weather_Stations,2008.0833333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2008,3,26.23,30.7,30.5,8.0,2.0,NOAA_Weather_Stations,2008.1666666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2008,4,25.6,39.4,30.0,9.3,2.0,NOAA_Weather_Stations,2008.25,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2008,5,23.05,44.5,36.2,10.2,2.0,NOAA_Weather_Stations,2008.3333333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2008,6,14.92,46.8,50.8,9.2,2.0,NOAA_Weather_Stations,2008.4166666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2008,7,9.03,47.6,99.2,10.5,2.0,NOAA_Weather_Stations,2008.5,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2008,8,3.06,61.1,58.0,10.6,2.0,NOAA_Weather_Stations,2008.5833333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2008,9,-9.11,53.2,58.2,6.8,2.0,NOAA_Weather_Stations,2008.6666666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2008,10,-6.45,54.2,126.0,7.6,2.0,NOAA_Weather_Stations,2008.75,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2008,11,-7.67,47.6,75.5,3.5,2.0,NOAA_Weather_Stations,2008.8333333333333,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2008,12,1.14,40.3,67.2,6.2,2.0,NOAA_Weather_Stations,2008.9166666666667,New York_USA_40.7128_-74.006
New York,USA,40.7128,-74.006,2009,1,7.01,49.6,25.3,5.0,2.0,NOAA_Weather_Stations,2009.0,New York_USA_40.7128_-74.006
Los Angeles,USA,34.0522,-118.2437,2008,1,14.11,45.8,42.0,3.9,2.0,NOAA_Weather_Stations,2008.0,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2008,2,22.1,52.2,19.7,7.1,2.0,NOAA_Weather_Stations,2008.0833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2008,3,31.79,36.6,39.9,6.6,2.0,NOAA_Weather_Stations,2008.1666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2008,4,31.05,43.3,18.4,7.9,2.0,NOAA_Weather_Stations,2008.25,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2008,5,28.12,20.0,48.6,11.0,2.0,NOAA_Weather_Stations,2008.3333333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2008,6,22.7,53.7,87.0,10.8,2.0,NOAA_Weather_Stations,2008.4166666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2008,7,12.91,43.1,70.5,8.1,2.0,NOAA_Weather_Stations,2008.5,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2008,8,9.81,51.2,120.6,8.3,2.0,NOAA_Weather_Stations,2008.5833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2008,9,-1.32,48.6,84.8,8.7,2.0,NOAA_Weather_Stations,2008.6666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2008,10,1.67,63.0,90.7,5.4,2.0,NOAA_Weather_Stations,2008.75,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2008,11,2.15,61.7,96.3,2.4,2.0,NOAA_Weather_Stations,2008.8333333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2008,12,10.25,50.5,66.3,6.2,2.0,NOAA_Weather_Stations,2008.9166666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,2009,1,15.42,36.2,48.2,8.2,2.0,NOAA_Weather_Stations,2009.0,Los Angeles_USA_34.0522_-118.2437
Chicago,USA,41.8781,-87.6298,2008,1,5.6,31.7,30.3,6.9,1.0,NOAA_Weather_Stations,2008.0,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2008,2,14.05,24.7,48.8,10.0,1.0,NOAA_Weather_Stations,2008.0833333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2008,3,23.98,41.9,16.2,11.4,1.0,NOAA_Weather_Stations,2008.1666666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2008,4,19.78,39.6,27.9,12.3,1.0,NOAA_Weather_Stations,2008.25,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2008,5,19.68,25.9,28.3,10.5,1.0,NOAA_Weather_Stations,2008.3333333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2008,6,15.81,44.3,59.9,9.5,1.0,NOAA_Weather_Stations,2008.4166666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2008,7,8.91,34.6,102.5,9.9,1.0,NOAA_Weather_Stations,2008.5,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2008,8,-0.26,55.2,54.7,10.3,1.0,NOAA_Weather_Stations,2008.5833333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2008,9,-5.17,43.4,46.8,7.7,1.0,NOAA_Weather_Stations,2008.6666666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2008,10,-4.73,45.3,113.4,6.5,1.0,NOAA_Weather_Stations,2008.75,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2008,11,-4.76,28.7,88.3,5.6,1.0,NOAA_Weather_Stations,2008.8333333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2008,12,-0.43,24.0,87.2,6.5,1.0,NOAA_Weather_Stations,2008.9166666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,2009,1,4.27,47.0,28.2,4.6,1.0,NOAA_Weather_Stations,2009.0,Chicago_USA_41.8781_-87.6298
Houston,USA,29.7604,-95.3698,2008,1,18.72,44.1,55.1,9.5,1.0,NOAA_Weather_Stations,2008.0,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2008,2,22.4,33.6,38.4,7.2,1.0,NOAA_Weather_Stations,2008.0833333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2008,3,28.82,23.9,33.4,7.9,1.0,NOAA_Weather_Stations,2008.1666666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2008,4,30.65,51.0,60.2,12.1,1.0,NOAA_Weather_Stations,2008.25,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2008,5,29.7,33.0,71.8,13.0,1.0,NOAA_Weather_Stations,2008.3333333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2008,6,24.81,45.2,82.7,10.1,1.0,NOAA_Weather_Stations,2008.4166666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2008,7,13.64,38.1,112.1,10.6,1.0,NOAA_Weather_Stations,2008.5,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2008,8,11.17,48.2,69.1,11.9,1.0,NOAA_Weather_Stations,2008.5833333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2008,9,0.63,44.8,146.2,6.6,1.0,NOAA_Weather_Stations,2008.6666666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2008,10,-0.1,45.7,72.7,6.8,1.0,NOAA_Weather_Stations,2008.75,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2008,11,2.98,44.0,85.6,5.5,1.0,NOAA_Weather_Stations,2008.8333333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2008,12,12.13,54.1,71.8,3.8,1.0,NOAA_Weather_Stations,2008.9166666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2009,1,15.24,36.1,59.9,3.0,1.0,NOAA_Weather_Stations,2009.0,Houston_USA_29.7604_-95.3698
Phoenix,USA,33.4484,-112.074,2008,1,12.64,47.4,25.8,5.3,1.0,NOAA_Weather_Stations,2008.0,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2008,2,18.43,44.8,28.4,9.5,1.0,NOAA_Weather_Stations,2008.0833333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2008,3,26.93,36.1,23.1,8.5,1.0,NOAA_Weather_Stations,2008.1666666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2008,4,28.87,39.9,33.1,8.9,1.0,NOAA_Weather_Stations,2008.25,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2008,5,26.14,48.3,67.1,12.8,1.0,NOAA_Weather_Stations,2008.3333333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2008,6,22.59,47.0,77.8,14.0,1.0,NOAA_Weather_Stations,2008.4166666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2008,7,10.42,56.0,79.6,13.2,1.0,NOAA_Weather_Stations,2008.5,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2008,8,6.51,52.5,108.6,10.1,1.0,NOAA_Weather_Stations,2008.5833333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2008,9,1.12,53.5,78.4,7.8,1.0,NOAA_Weather_Stations,2008.6666666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2008,10,-2.03,49.3,122.4,7.0,1.0,NOAA_Weather_Stations,2008.75,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2008,11,-1.26,65.4,66.8,6.7,1.0,NOAA_Weather_Stations,2008.8333333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2008,12,9.21,44.7,59.3,8.2,1.0,NOAA_Weather_Stations,2008.9166666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2009,1,10.42,43.9,56.9,3.8,1.0,NOAA_Weather_Stations,2009.0,Phoenix_USA_33.4484_-112.074
Philadelphia,USA,39.9526,-75.1652,2008,1,10.28,53.1,42.9,4.4,1.0,NOAA_Weather_Stations,2008.0,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2008,2,16.05,43.6,35.5,6.1,1.0,NOAA_Weather_Stations,2008.0833333333333,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2008,3,22.82,53.5,26.8,8.5,1.0,NOAA_Weather_Stations,2008.1666666666667,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2008,4,22.79,51.5,34.5,7.9,1.0,NOAA_Weather_Stations,2008.25,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2008,5,22.35,43.7,63.9,12.6,1.0,NOAA_Weather_Stations,2008.3333333333333,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2008,6,22.17,45.9,57.5,10.8,1.0,NOAA_Weather_Stations,2008.4166666666667,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2008,7,8.16,39.9,47.0,16.4,1.0,NOAA_Weather_Stations,2008.5,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2008,8,1.27,47.6,124.1,9.1,1.0,NOAA_Weather_Stations,2008.5833333333333,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2008,9,-3.3,58.5,78.0,7.8,1.0,NOAA_Weather_Stations,2008.6666666666667,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2008,10,-3.25,53.2,72.7,6.0,1.0,NOAA_Weather_Stations,2008.75,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2008,11,-4.61,49.8,71.4,6.7,1.0,NOAA_Weather_Stations,2008.8333333333333,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2008,12,-2.46,55.2,49.9,4.0,1.0,NOAA_Weather_Stations,2008.9166666666667,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2009,1,11.76,53.7,62.5,6.1,1.0,NOAA_Weather_Stations,2009.0,Philadelphia_USA_39.9526_-75.1652
San Antonio,USA,29.4241,-98.4936,2008,1,12.46,71.1,36.5,8.4,1.0,NOAA_Weather_Stations,2008.0,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2008,2,23.11,56.7,38.8,7.0,1.0,NOAA_Weather_Stations,2008.0833333333333,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2008,3,30.89,48.4,58.4,10.6,1.0,NOAA_Weather_Stations,2008.1666666666667,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2008,4,35.04,47.3,55.8,9.7,1.0,NOAA_Weather_Stations,2008.25,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2008,5,33.27,63.5,83.9,11.9,1.0,NOAA_Weather_Stations,2008.3333333333333,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2008,6,25.81,50.5,76.7,11.4,1.0,NOAA_Weather_Stations,2008.4166666666667,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2008,7,16.98,75.7,86.9,11.2,1.0,NOAA_Weather_Stations,2008.5,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2008,8,8.43,56.2,132.1,7.7,1.0,NOAA_Weather_Stations,2008.5833333333333,San Antonio_USA_29.4241_-98.4936
