city_key,n_obs,first_ym,last_ym,mean_latitude,mean_longitude,mean_year,mean_month,mean_temperature_celsius,mean_humidity_percent,mean_precipitation_mm,mean_wind_speed_ms,mean_urban_heat_island_intensity,mean_ym
Beijing_China_39.9042_116.4074,13,2003.0,2004.0,39.904199999999996,116.40740000000002,2003.076923076923,6.076923076923077,9.283846153846154,55.37692307692308,51.67692307692309,8.115384615384615,2.0,2003.5
Berlin_Germany_52.52_13.405,13,2003.0,2004.0,52.519999999999996,13.405,2003.076923076923,6.076923076923077,-1.1199999999999997,59.19230769230769,55.869230769230775,8.246153846153845,1.0,2003.5
São Paulo_Brazil_-23.5505_-46.6333,13,2003.0,2004.0,-23.5505,-46.6333,2003.076923076923,6.076923076923077,22.158461538461534,41.276923076923076,82.16153846153847,7.7846153846153845,1.0,2003.5
San Jose_USA_37.3382_-121.8863,13,2003.0,2004.0,37.338200000000015,-121.88630000000005,2003.076923076923,6.076923076923077,9.731538461538461,33.38461538461539,57.53076923076923,7.93076923076923,1.0,2003.5
San Diego_USA_32.7157_-117.1611,13,2003.0,2004.0,32.715699999999984,-117.16110000000002,2003.076923076923,6.076923076923077,14.882307692307695,43.369230769230775,52.69230769230769,7.800000000000002,1.0,2003.5
San Antonio_USA_29.4241_-98.4936,13,2003.0,2004.0,29.424100000000003,-98.4936,2003.076923076923,6.076923076923077,16.993846153846153,60.32307692307692,77.83076923076925,7.800000000000001,1.0,2003.5
Phoenix_USA_33.4484_-112.074,13,2003.0,2004.0,33.4484,-112.07400000000001,2003.076923076923,6.076923076923077,13.476153846153851,49.91538461538461,53.099999999999994,6.8999999999999995,1.0,2003.5
Philadelphia_USA_39.9526_-75.1652,13,2003.0,2004.0,39.952600000000004,-75.16520000000001,2003.076923076923,6.076923076923077,9.636153846153848,48.907692307692294,57.607692307692304,7.86923076923077,1.0,2003.5
Paris_France_48.8566_2.3522,13,2003.0,2004.0,48.85659999999999,2.3522,2003.076923076923,6.076923076923077,0.6699999999999999,60.43846153846153,64.36153846153846,8.215384615384615,1.0,2003.5
New York_USA_40.7128_-74.006,13,2003.0,2004.0,40.71280000000001,-74.00599999999999,2003.076923076923,6.076923076923077,7.818461538461539,48.330769230769235,66.73076923076923,7.7153846153846155,2.0,2003.5
Mumbai_India_19.076_72.8777,13,2003.0,2004.0,19.075999999999997,72.8777,2003.076923076923,6.076923076923077,26.06,40.67692307692308,79.92307692307692,7.507692307692309,1.0,2003.5
Mexico City_Mexico_19.4326_-99.1332,13,2003.0,2004.0,19.432600000000004,-99.1332,2003.076923076923,6.076923076923077,24.791538461538455,53.7,74.66923076923078,8.069230769230769,1.0,2003.5
Los Angeles_USA_34.0522_-118.2437,13,2003.0,2004.0,34.052199999999985,-118.2437,2003.076923076923,6.076923076923077,14.826923076923077,50.323076923076925,55.5,7.738461538461539,2.0,2003.5
London_UK_51.5074_-0.1278,13,2003.0,2004.0,51.50739999999999,-0.12779999999999997,2003.076923076923,6.076923076923077,0.20538461538461486,52.63076923076923,60.52307692307693,7.7846153846153845,1.0,2003.5
Lagos_Nigeria_6.5244_3.3792,13,2003.0,2004.0,6.5244,3.3791999999999995,2003.076923076923,6.076923076923077,34.792307692307695,60.16923076923077,83.35384615384615,8.023076923076923,1.0,2003.5
Houston_USA_29.7604_-95.3698,13,2003.0,2004.0,29.7604,-95.36979999999997,2003.076923076923,6.076923076923077,16.783076923076923,45.93076923076923,78.38461538461539,8.046153846153846,1.0,2003.5
Delhi_India_28.7041_77.1025,13,2003.0,2004.0,28.704099999999997,77.10249999999999,2003.076923076923,6.076923076923077,18.380000000000003,35.57692307692308,73.50769230769231,7.561538461538461,2.0,2003.5
Dallas_USA_32.7767_-96.797,13,2003.0,2004.0,32.7767,-96.79700000000001,2003.076923076923,6.076923076923077,13.950769230769229,57.60000000000001,54.8,7.2153846153846155,1.0,2003.5
Chicago_USA_41.8781_-87.6298,13,2003.0,2004.0,41.87810000000001,-87.6298,2003.076923076923,6.076923076923077,6.342307692307693,40.70000000000001,55.407692307692294,9.13846153846154,1.0,2003.5
Tokyo_Japan_35.6762_139.6503,13,2003.0,2004.0,35.6762,139.6503,2003.076923076923,6.076923076923077,12.91846153846154,44.19230769230769,52.46153846153847,8.0,2.0,2003.5
