ym,temperature_celsius,humidity_percent,precipitation_mm,wind_speed_ms,urban_heat_island_intensity
1980-01,-0.1944120424373716,0.21583704303251047,-0.8877756753110859,0.2452693670823982,
1980-02,0.549511589338285,-0.8741400242816668,-1.1174671231328455,-0.061317341770599616,
1980-03,0.7359884463700496,-1.564818561985701,-0.8440249233450365,-0.9810774683295931,
1980-04,0.8702253328149012,-1.7482800485633343,-0.9825689712375264,0.7051494303618949,
1980-05,0.7181342792074339,-2.611628220693376,0.14401289188824612,0.8891014556736935,
1980-06,0.25987732203362934,-0.93889113719142,0.46120584364210454,1.0423948101001923,
1980-07,-0.12696296648971203,0.7554296506137866,-0.32995358774395595,0.49053873416479665,
1980-08,-0.2988919836111971,0.3345474167003914,-0.28984873177507725,-0.12263468354119895,
1980-09,-0.9370131433120936,0.9712666936462971,1.8502922185641735,0.18395202531179886,
1980-10,-1.2987253447176796,-0.3992985296101439,2.645097545947405,-0.2759280379676979,
1980-11,-0.877499252770041,1.402940779711318,1.923210138507589,-0.7971254430177942,
1980-12,-0.5832361273121147,-0.9280992850397944,0.9424641152686483,-1.2876641771825905,
1981-01,-0.22483025315886512,-0.8201807635235392,-0.2533897718033694,-0.5211974050500964,
1981-02,0.39874306663175185,-1.0468096587076754,-1.3362208829630924,-0.030658670885299673,
1981-03,0.8894020308784517,0.0,-0.6179793715204479,-0.4598800632794967,
1981-04,0.9046111362391982,-0.5827600161877781,-0.9315264272771353,1.134370822756092,
1981-05,0.7888896824074294,-1.1115607716174285,-0.6106875795261062,1.3489815189531902,
1981-06,0.628863443394355,-0.5288007554296504,-0.6070416835289354,1.5942508860355886,
1981-07,0.08199691585793904,0.6259274247942808,0.9388182192714771,0.8277841139030941,
1981-08,-0.3352615833868959,-1.9209496829893429,-0.3153700037552726,1.0117361392148927,
1981-09,-1.0930717896223647,1.5432348576824504,1.3471585709546052,-0.061317341770599616,
1981-10,-0.9912369102504082,2.028868204505598,0.3226617957496148,-0.7051494303618949,
1981-11,-0.9337068160597575,0.26979630379063807,-0.1549505798797581,-0.18395202531179858,
1981-12,-0.4985941496523067,-0.11871037366788015,1.0846540591583085,-0.551856075935396,
1982-01,0.13622068279625357,0.08633481721300465,0.32630769174678537,-1.1650294936413916,
1982-02,0.40733951748782615,-0.8093889113719143,-0.32995358774395595,-1.2876641771825905,
1982-03,0.46288581532707507,-0.4640496425198972,-1.172155563090407,-0.1532933544264989,
1982-04,0.840468387543875,-1.014434102252799,-0.6981890834582051,0.7664667721324948,
1982-05,0.6890385993868747,0.4532577903682723,0.45026815565059225,-0.3065867088529978,
1982-06,0.44701544451586117,-0.4100903817617696,-0.7565234194129377,2.4833523417092827,
1982-07,0.017854167162615727,-0.280588155942263,0.06015728395331816,0.8277841139030941,
1982-08,-0.6956512538915472,1.3273978146499399,0.3481830677298101,0.9810774683295931,
1982-09,-1.0104136083139585,1.834614865776339,1.7518530266405627,0.42922139239419677,
